word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24
chicas,0.73241,-0.017844,0.41656,-0.3048,-0.1287,0.96038,-0.1773,2.2291,-2.2222,-1.2971,0.52981,-2.4871,-1.0084,-0.55039,0.3636,0.64836,0.56676,-0.77606,0.82652,1.2539,0.16155,-0.8394,-0.71484,0.18101,0.77932
toy,-0.5956,-0.67774,0.63825,-0.55081,0.33101,0.39515,0.5764,0.80873,-0.085752,-0.37013,0.3577,-1.2089,-2.4995,-0.76751,0.48339,0.84769,1.4479,-0.15244,0.40267,0.17948,-0.11275,-0.51884,0.97762,0.65335,0.30348
east,-0.69502,0.48603,0.020037,-1.1529,-1.1195,0.21278,0.40979,-0.38457,0.92504,0.26902,-0.59263,0.3452,-3.9348,1.3147,1.1234,-0.98923,-0.10801,0.028428,0.10828,0.61285,-0.13693,-0.81203,0.41728,-1.5927,0.40449
snapchat,0.79545,0.49694,0.36042,0.11185,1.0345,-0.98715,0.43755,-0.68577,-1.023,-0.17335,-0.46189,-0.023235,-2.9946,-1.3596,0.1255,1.7539,0.76198,-0.71166,-1.0884,-0.45685,0.42995,-0.64762,0.14015,-0.24521,-0.95324
showing,-0.23096,0.099645,0.44077,-0.41452,0.54368,-0.30361,1.0658,-0.94774,-0.58937,-0.032086,-0.36888,0.72195,-3.6645,0.15551,0.15736,0.32158,-0.22502,-0.2685,-0.16435,-0.27505,-0.32169,0.44547,0.027876,-0.68736,-1.0626
foot,-0.52096,-0.68852,-0.86368,0.54909,-0.15779,0.6725,0.19645,-0.97248,0.14686,0.45268,0.70344,0.19737,-3.3847,-0.033716,0.42751,0.80294,-0.11909,-0.27919,-1.6573,0.45093,-0.51752,0.48213,1.9662,-0.78004,-0.21465
known,-0.09395,0.38754,-0.051054,-0.079027,0.026966,0.067305,1.0562,-0.79597,-0.48468,-0.20536,0.21395,0.99644,-3.7529,0.64462,-0.46016,0.58227,0.88441,0.37977,1.1179,-0.73551,0.95237,0.62255,-0.79689,-0.57314,0.15727
bear,-1.5646,-0.62552,0.27984,0.63867,-0.40258,0.03106,1.0839,0.12634,0.41947,0.037711,0.38884,-0.1514,-3.1673,-0.49903,-0.30546,-0.20674,0.68202,-0.86757,0.15494,0.085202,-0.041513,0.8758,0.032103,-0.12559,0.077444
tight,-1.382,-0.19885,-0.1134,-0.011618,0.50905,0.84503,0.7376,-0.64791,-0.81288,0.40996,-0.4695,0.83718,-3.1402,-0.2098,-0.83715,0.011353,0.1284,-1.26,-0.25414,0.041979,-0.14515,1.1593,1.4457,0.29601,-0.51852
tough,-0.0093584,0.37535,-0.70229,-0.56439,0.27183,1.133,0.99244,-0.56332,0.3838,-0.51475,-0.81619,0.83519,-3.6287,0.52682,0.6875,0.071864,0.12215,-0.8637,0.23268,-0.6432,0.14348,0.96373,0.29395,-0.28421,-0.7202
shooting,-0.13589,0.8578,0.95783,0.053662,-0.13092,0.18787,1.1334,-0.023128,0.75189,0.53075,0.46296,0.92493,-2.9189,1.3274,0.98295,0.18623,0.11594,-0.18643,-0.70874,-0.37611,-0.37091,0.2924,0.088371,-1.7603,0.049645
hearing,-0.14626,1.079,0.40236,0.57878,0.10733,-0.60017,1.6527,-1.1271,-0.16465,0.11212,-0.64386,0.88052,-3.2355,0.1749,0.96793,0.39544,-0.2487,0.55117,-0.28175,-0.99031,0.21479,0.3162,0.21337,-1.0287,-0.90771
followmejp,0.44235,-0.057642,-0.97391,-1.6506,-0.85135,-1.2975,-0.21357,-0.096097,-0.68249,-1.1249,-0.4662,0.58564,-0.99749,-1.2799,-2.5139,-0.31821,-0.0011421,-1.584,-0.0385,1.4719,-0.22701,-2.8997,0.33764,-1.1785,1.02
brought,-0.84396,0.76446,0.77445,0.16235,-0.4879,-0.53208,0.88745,-0.98889,-0.70878,-0.11224,0.61608,0.54174,-4.163,0.081621,0.096462,0.017295,1.2265,-0.0031203,0.24729,-0.054904,0.06522,0.23366,0.12131,0.054101,-0.069229
search,0.55447,0.66123,-0.16846,-0.30429,0.88848,-0.96663,0.97486,-0.10052,1.5415,0.35717,0.070688,0.14557,-3.2437,-0.18392,0.22468,0.35452,0.48685,-0.080458,0.056278,-0.75711,-0.39263,-1.3741,-0.62989,-0.42877,-1.0259
user,1.3684,-0.0175,0.18439,-0.099826,1.8532,-1.1886,0.17059,0.42307,0.6154,-0.55661,-0.1908,-1.1043,-2.6535,-1.4463,-0.14067,-0.12293,-0.33451,0.098061,-0.25334,-0.77808,-0.15077,-1.1084,-0.15894,0.89311,-1.4058
champions,0.39933,0.25652,-0.44272,-1.4527,-0.56875,0.64782,0.039008,1.1292,-0.73323,-0.85429,0.98442,-0.71105,-2.6179,1.76,1.1351,0.35781,-1.0154,-0.26488,-0.17907,0.011729,-1.8739,0.58179,0.10527,-1.0563,0.070061
headache,-0.48087,0.74019,-0.3386,0.71515,1.0438,0.93304,2.1314,-1.0623,-0.4704,0.87225,-0.6702,0.73866,-2.1271,0.49736,1.5526,0.13295,0.66702,-0.0074115,0.056568,-1.047,-0.026823,1.4079,1.6634,1.6237,0.62116
international,-0.89482,0.51628,-0.86724,-1.2114,0.069812,-0.74398,0.46937,-0.015775,1.3139,-0.19923,0.2186,-0.077425,-3.3219,0.99001,0.51605,-0.81578,0.12504,0.41948,-0.27313,0.49342,-0.90269,-0.85127,-1.1816,-1.5458,-0.0020096
building,-1.0035,0.18889,0.19124,-0.35136,0.76388,0.1834,0.74345,-1.0172,1.353,0.39287,0.062046,0.3024,-3.7981,0.9113,0.47817,-0.15115,0.092584,0.53515,0.34286,-0.39228,-0.38551,-1.009,-0.18895,-0.86529,-0.1834
field,-0.60287,0.34907,0.20192,-0.84443,0.18103,0.50397,0.71678,-0.87399,1.0939,-0.45231,0.14506,0.45068,-3.8565,0.99648,1.2523,-0.56486,0.086606,-0.40726,0.20552,0.13306,-0.63202,0.3332,0.77849,-0.64029,-0.17808
hits,0.27691,0.49333,0.77319,0.07385,0.14356,-0.0048456,0.94135,0.0015563,0.30498,-0.23535,1.1792,0.78154,-2.8634,0.85568,0.33159,0.059945,-0.43001,-0.10883,-0.051266,-0.055019,-0.77687,-0.047292,1.0712,-0.70084,0.023318
currently,-0.88092,0.7129,0.47005,-1.3317,0.031921,0.51777,1.1753,-0.99955,-0.037769,0.24079,0.51178,0.54446,-3.4594,-0.118,0.45726,0.15529,-0.4203,0.60801,-0.17665,-1.0342,0.012322,-0.76317,-0.31755,-0.43048,-0.48698
fox,0.31969,-0.052008,0.89795,-0.49538,0.13835,-0.47876,0.40003,0.50656,0.31632,-0.81338,0.41782,-0.4945,-3.0073,-0.40346,0.57355,-0.44735,-0.6014,0.27903,-0.072222,0.19807,0.2222,0.10022,-0.1543,-1.3163,0.10569
hearts,-0.58488,-0.41458,0.20054,0.99344,-0.54434,0.24596,1.2199,-0.26351,-0.4237,-0.21891,0.054026,0.70742,-3.3472,0.94348,-1.3302,0.51246,-0.45499,-0.036278,1.1241,-0.019213,-0.88827,0.50193,0.29389,-0.11334,-0.21343
incredible,-0.68562,-0.39552,-0.11847,-0.75484,0.27783,0.25338,1.7037,-0.39405,-1.0975,-1.4803,0.18884,0.847,-3.2802,0.7237,0.20855,0.068895,0.35764,0.065895,0.1461,0.18414,-0.98001,-0.12166,-0.70218,-0.53236,-0.46245
tio,0.16568,-0.073276,0.51949,-0.43714,-0.23517,-0.10118,-1.2534,1.8782,-0.57579,-0.93226,-0.40473,-2.2626,-1.5901,-1.0168,1.4805,-0.64413,0.10679,0.10651,-0.82848,0.15763,0.60739,1.0307,0.27954,1.1036,0.25481
bottle,-1.3031,0.73146,0.35862,1.0607,-0.049877,0.50347,0.19,-1.2482,0.19514,0.27216,1.4056,0.2356,-3.7196,-0.60568,-0.050725,-0.046154,1.3924,-0.23019,0.20008,0.83375,-0.93528,-0.12324,1.1244,0.88602,0.62126
force,0.15631,0.013738,-1.7266,0.57051,-0.47576,0.12873,0.39548,-0.64122,1.2017,-0.09198,-0.01001,-0.0076453,-3.6316,0.66942,0.16705,1.0965,-0.26822,0.16849,-0.42866,0.1125,0.2163,-0.14893,0.64806,-1.1032,-0.23776
halloween,-0.6275,0.01068,0.89596,-0.078441,0.35409,0.040225,1.4814,-0.3862,-0.64727,-1.0237,0.17771,-0.99695,-2.6779,0.13002,0.067651,0.72532,0.48682,-0.59809,-0.34923,0.56638,-0.97586,-0.14969,-0.32104,-0.1434,1.3698
emotional,-0.68043,-0.28195,-0.83583,0.76122,1.0825,1.0543,1.9467,-0.78643,-0.040333,-0.55536,-1.0846,0.61714,-2.9697,1.0793,0.60617,1.1904,-0.16809,0.40447,0.30319,-1.029,-0.023736,0.77388,-0.028523,-0.32724,-1.0551
turning,-0.65242,0.68691,0.9087,0.11172,0.20982,0.65861,1.1384,-1.3712,-0.50464,0.25437,-0.51312,0.62979,-3.4792,0.029986,0.068749,0.048105,-0.35351,-0.086811,0.11662,-0.754,-0.039605,0.045399,0.60691,-0.44073,-0.54429
teach,0.31695,0.93504,-0.41568,0.43496,-0.22606,-0.88376,1.1964,-0.96352,0.89855,-0.6673,-1.2908,-0.014593,-4.1323,-0.62994,-0.034787,0.28535,0.46581,-0.42013,0.7314,-0.69317,0.17699,0.61726,-0.95371,0.31003,0.08349
completed,-1.0655,0.79293,0.047537,-0.39789,-0.56114,0.30029,0.53122,-1.6316,0.64634,-0.6416,1.6357,0.1875,-2.7374,1.072,-0.22864,-0.065883,0.75561,0.99825,0.11458,-1.4111,-1.4176,-0.37019,-0.56926,0.36134,-0.14982
ish,0.46616,0.32765,0.080557,-0.26026,0.1934,0.68046,0.96598,0.70567,0.82006,1.1483,-1.2319,0.96872,-2.5101,-0.38766,0.75846,0.40706,0.67142,-1.0169,-0.69145,0.1646,0.792,0.89668,-0.011114,0.86039,-0.27244
anche,-1.3084,-0.057228,0.1836,-0.41923,-0.23878,-2.0341,-0.50725,0.83594,-0.4421,1.2167,0.24917,-2.8039,-0.7708,0.092055,-0.4608,1.6163,-1.0868,0.99837,-2.8236,-0.93584,0.013183,-0.18549,0.51078,-0.28827,-0.43097
offer,-0.20076,0.86823,-1.0303,-0.58842,0.016799,-0.097908,0.089365,-0.84421,0.45914,-0.48716,0.89277,-0.068556,-3.9576,0.23347,0.15622,-0.53437,0.86924,-1.0714,-0.059642,-0.67934,-0.76786,-1.0789,-0.53375,0.29745,-1.3559
theres,0.32949,0.69008,0.65382,0.12105,-0.71851,0.20489,1.5707,-1.1928,-0.79502,0.23473,-0.84267,0.22689,-3.8926,0.030837,0.4962,0.64696,0.79175,-0.30083,0.23668,0.003597,0.3832,0.23563,0.4069,0.25865,-0.51138
closed,-0.96939,0.80901,0.5084,-0.9617,-0.32464,0.023435,0.69449,-1.0296,0.84906,1.4191,0.046106,0.49086,-3.1326,0.99442,0.62809,-0.1434,0.12735,-0.40354,-0.15246,-0.62806,-0.03201,-1.3955,0.88227,0.061328,-0.61036
factor,0.27225,0.097316,0.50088,-0.68556,0.28619,-0.57316,0.78167,0.68137,-0.16444,-1.3054,-0.20389,0.04848,-2.6222,0.30233,0.43057,0.7041,-0.89723,-0.27632,-0.14767,-0.2543,-0.97801,0.58417,-0.38916,-0.44183,-0.14388
whoever,-0.064065,1.1155,-0.20908,0.37,-0.59288,-0.98931,0.9104,-0.35201,-1.1255,0.20773,0.43676,0.32977,-3.793,-0.35258,-0.16646,0.62106,0.29442,-0.23914,0.28236,-0.048412,0.87068,0.067643,0.032548,0.067685,-1.0263
busca,0.015777,-0.15708,-0.42541,0.43755,0.60456,0.13855,-0.95463,1.9919,0.68771,-1.1518,0.75422,-2.9263,-1.0458,-0.21689,0.4108,-0.35419,-0.45619,0.018899,0.73702,-0.87085,0.94622,-1.0376,-0.3194,-0.18671,-0.11544
fea,-0.9591,-1.1652,-0.17866,-0.29438,0.57212,0.94532,-0.12029,2.5406,-0.95389,-0.44056,-0.22094,-2.2678,-1.1148,-1.2885,0.80909,0.55704,0.44474,0.68363,0.45257,0.83818,1.6086,-0.04286,0.15402,0.9479,-0.74872
ratchet,-0.076,0.46773,0.68977,-0.38042,1.307,0.39503,1.1049,-0.79541,-0.41292,0.2217,-1.4528,0.4649,-3.2745,-0.95585,-0.18076,0.041843,0.44305,-0.81058,-0.10691,0.86053,1.0906,0.85624,0.7018,-1.0068,0.15592
creer,0.4489,0.66441,-0.63031,1.1528,-0.18274,1.0303,-0.2759,2.5758,-1.1667,-1.648,0.4773,-2.3268,-1.016,0.079499,1.2188,1.4437,-0.41588,0.75918,0.3189,-0.65855,0.83804,0.027713,-0.37143,0.89938,-0.19995
christian,-0.59648,-0.29098,-0.20802,0.14822,-0.036951,-0.76505,0.2305,0.34476,-0.13318,-1.2304,0.017162,-0.6415,-3.5734,-0.27687,0.33252,-0.30128,-0.17074,0.3381,0.48062,0.5721,0.47483,0.33317,-1.3858,-1.0565,-0.0077088
learning,0.09664,0.83379,-0.32987,0.1909,0.73248,0.049558,1.4523,-1.6956,1.2215,-0.65237,-0.99456,0.12352,-3.8914,-0.1727,0.46747,0.24244,-0.21526,0.80736,0.8613,-0.57204,-0.67943,-0.70231,-1.524,0.19218,-0.24073
title,0.85013,0.45262,-0.0070575,-0.87738,0.42448,-0.83659,0.80416,0.37408,0.43085,-0.63936,0.11939,1.1342,-3.2065,0.93146,0.36542,-0.0031931,0.1979,-0.32954,0.29672,0.48869,-1.3787,0.75234,0.20334,-0.67998,-0.89194
seas,-0.97627,-1.0319,-1.3771,0.72227,0.1082,0.56118,0.42151,1.518,-0.66328,-0.82885,0.1629,-2.642,-1.9488,-0.225,1.4338,0.078967,0.14698,-0.21398,0.58965,-0.6354,1.2131,-0.063929,0.88764,0.31543,-0.75212
bunch,0.56082,0.80477,0.79247,0.10346,0.52153,0.83565,1.2691,-1.2287,-1.181,0.28112,-0.50994,-0.097936,-3.4858,-0.28679,0.099666,0.1508,0.77034,-1.3048,0.25258,0.62222,0.067965,0.27173,-0.28159,-1.0389,-0.49877
playlist,0.25804,0.080107,1.0918,0.15539,0.77215,-0.13619,1.334,0.58927,0.63531,-1.0561,-0.241,0.31741,-2.4095,-0.68424,-0.042286,0.78638,0.0023807,0.38894,-0.87222,0.16617,-1.1276,-0.49496,-0.10326,-0.52421,0.49438
memory,-0.15052,0.11715,0.20136,0.5803,0.55746,0.10647,1.2709,0.22814,0.84408,0.29926,0.2837,0.83607,-3.0703,0.47152,0.23862,0.68228,0.30492,0.60721,1.0182,-0.0055087,-1.2888,-0.27773,0.27011,0.6263,-1.1964
studying,0.40691,1.2089,0.5965,-0.29256,0.48318,0.21959,1.8981,-2.1561,0.0649,0.40378,-1.6235,-0.10844,-3.0552,-0.092744,1.6702,0.078501,-0.056263,0.47804,-0.50056,-1.164,-0.68896,-0.18535,-0.733,0.83163,0.21069
breath,-0.94296,0.13406,0.2423,1.5744,-0.23682,0.31562,1.7821,-0.92026,-0.045905,0.56448,-0.20314,1.0611,-2.8341,-0.0080071,-0.47848,0.50247,0.13682,0.15717,0.054677,-0.77379,0.32908,0.78482,1.4684,0.65601,0.31804
wrote,0.36458,0.43925,1.6547,0.076038,0.18822,-1.2789,1.3297,-0.61964,-0.46727,-0.48419,0.15306,1.3969,-3.3459,-0.34191,0.10838,0.23939,0.74326,0.90386,-0.23436,-0.41827,0.63795,0.14405,-0.63717,0.087106,-0.6644
feed,0.40006,0.5952,0.014079,0.64087,0.44429,-0.42291,0.88752,-1.197,0.22312,0.35806,-0.09029,-0.24014,-3.3165,-0.85586,-0.19323,0.24249,0.48649,-0.57708,0.17982,-0.49334,-0.11281,-0.52004,0.3777,-0.34141,0.29216
allowed,0.14004,1.0486,-0.35919,-0.82062,-0.21611,-0.23073,0.88462,-1.1149,-0.082402,0.63792,0.34227,0.20401,-3.2331,-0.42125,-0.51449,0.69806,0.10314,-1.1405,0.4798,-1.1851,0.10748,0.48642,-0.40171,-0.59404,-0.43838
clearly,0.20899,0.14959,0.011943,-0.74398,-0.17418,0.21884,0.87884,-1.0073,-0.67558,0.016839,-0.13176,0.88836,-4.1199,-0.26615,0.573,0.64019,0.14679,0.33895,0.44849,-0.66739,1.0661,0.76617,-0.22374,0.059192,-1.1928
cheap,-0.034523,0.1348,-0.43486,-0.8488,0.77365,0.61573,0.17661,-1.2218,-0.070786,0.21771,0.22762,-0.32301,-3.7099,-1.1076,-0.010573,-0.43292,1.3923,-0.78987,0.71724,0.58525,-0.41512,-0.87484,0.23896,-0.1817,-0.77602
university,-0.59489,0.32037,0.25788,-1.9004,-0.6242,-0.24373,0.53484,-0.60437,1.4528,-0.07736,-0.14153,-0.33205,-3.3471,0.89397,1.6222,-1.5817,0.067911,0.20891,0.22955,0.20345,-0.10707,-0.23097,-1.6214,-1.3422,0.0019191
government,0.88242,0.5105,-1.4473,-0.41412,0.11322,-1.3965,0.32364,-1.4395,1.0118,0.64873,0.5213,-0.46679,-4.0729,0.72555,0.46628,-0.88781,-0.17716,0.59876,0.80908,-0.81167,0.65514,0.18001,-0.51455,-1.542,-0.74876
shorts,-0.18394,-1.1456,0.88659,-1.2649,0.54173,1.1458,-0.13861,-1.203,-0.63693,-0.034028,0.19687,-1.3221,-3.3731,-0.64719,-0.68084,0.52191,0.35721,-1.7418,-0.028056,0.74857,-0.96416,0.81835,1.3568,0.22949,-0.33079
community,-0.70663,0.55072,-0.96001,-1.0145,1.0279,-0.63263,0.47598,-0.59153,0.87087,-0.44774,-0.21057,-0.56575,-3.7946,0.71036,0.50328,0.0041152,-0.12263,0.086328,0.40863,0.22013,-0.22086,-0.99054,-1.4351,-1.3066,0.27218
breathe,-0.51857,-0.18892,-0.059963,0.9596,-0.97759,-0.090467,1.6294,-0.57969,-0.57091,0.28746,-0.81939,0.62932,-2.8408,-0.70959,-0.30524,1.1241,-0.080619,-0.053081,0.53138,-1.1873,0.043986,0.43711,1.3139,0.52196,0.51422
whether,0.40797,0.36078,-0.70557,0.24847,-0.813,-0.24289,0.95694,-1.3941,0.30774,-0.51379,-0.61718,0.29426,-4.3279,0.30992,0.33105,0.32429,0.18555,-0.25502,0.47457,-1.0376,0.55332,0.13398,-0.43558,-0.056518,-1.2792
bomb,-0.12323,0.4115,0.40971,0.41575,0.0023178,-0.29275,1.1094,-1.0405,0.52352,1.3059,0.81929,0.15664,-2.8042,0.021268,0.29332,-0.28791,1.1082,-0.41967,-0.022094,-0.11172,0.4906,0.505,0.72468,-1.0265,1.1786
heavy,-0.57092,0.023807,-0.13601,0.17461,0.49529,1.4702,0.78091,-0.04721,0.58612,0.13018,-0.10268,0.25427,-3.0934,0.46661,0.53102,0.2282,0.37807,0.22963,0.73154,-0.17207,-0.63859,0.19741,1.2854,-0.18731,0.22031
earned,-0.45103,1.5766,-0.77914,-0.46222,0.78449,-0.43671,0.0347,-1.5831,-1.2199,-1.0547,1.5096,1.2421,-2.9692,0.59466,-0.28671,-0.3994,1.0688,0.21763,0.31146,-0.3441,-1.2532,0.096816,-0.19856,0.83525,0.12647
friendship,-0.67621,-0.018164,-0.29532,0.69354,0.43832,-0.12195,1.4766,-0.32451,-0.54809,-0.12534,-0.504,0.66364,-3.2259,0.77231,-0.58,1.2585,-0.22979,0.041676,0.89967,0.25494,-0.35492,0.27094,-1.045,0.3568,-1.3045
folback,-0.35638,1.9419,-0.81711,0.054194,-0.55381,-1.8625,-1.0845,1.8507,0.25512,0.42085,-0.18303,0.23409,-1.216,-0.8267,-0.39367,-0.51182,0.99567,-1.4077,-1.1536,-0.1668,-0.66639,0.34454,-1.2894,2.2255,-0.44116
hates,-0.39741,0.37299,0.52512,-0.14921,-0.40647,-0.35524,1.5292,-0.87196,-0.63475,0.20905,-0.065642,0.17479,-3.4099,-0.84826,0.55659,0.3396,-0.44659,-0.35123,0.92734,-0.25465,1.5539,0.76954,-0.29661,-0.47986,-1.03
teachers,0.7682,1.1755,0.23926,-0.93527,0.94909,-0.76385,1.2647,-1.7697,0.51997,0.34161,-1.2709,-0.73907,-3.5666,0.39182,0.40663,-0.22831,0.3031,-0.60183,0.63095,-0.69982,0.77951,0.28881,-0.90221,-0.64375,-0.49253
based,0.57621,-0.0097165,-0.8488,-0.4566,0.64321,-0.36241,0.76386,-1.1653,0.52051,-0.29119,-0.38324,0.51776,-4.0247,0.12245,0.50445,0.12173,0.26848,0.32907,0.76059,0.27292,-0.16881,-0.7274,-1.1385,-0.33372,-0.61351
within,-0.034387,-0.17522,-0.2983,0.57293,-0.18368,-0.23531,0.44919,-1.1047,-0.10747,0.37375,-0.25745,0.66629,-4.0148,1.4028,-0.009727,0.30309,-0.087954,0.54564,1.0026,-0.85701,-0.99548,-1.0688,0.023127,-0.11647,-0.64209
header,0.34983,-0.52837,0.68038,-0.15636,1.2774,-0.95308,0.52056,0.90851,-0.50844,-0.77192,0.091754,0.33642,-2.2375,-1.1528,-0.40586,0.46044,0.19671,-0.59284,-0.87242,0.067254,-0.40575,-0.2044,0.48028,1.0031,-1.7771
bright,-1.2485,-1.1716,0.45603,-0.048772,-0.19996,1.2849,1.1186,-0.81055,0.010184,-0.40632,-0.66735,0.42452,-3.3121,0.21106,-0.912,-0.27111,0.32562,-0.049839,0.52616,0.49468,-0.49639,0.04397,0.7803,0.53041,-0.59931
hice,0.44057,0.79236,0.65813,0.41597,0.84451,0.2538,0.10963,2.2868,-0.95673,-0.91795,1.1186,-2.342,-0.67431,-0.24961,1.0221,1.2199,0.60555,1.2457,-0.12016,0.391,0.39599,0.20256,1.0457,1.6572,0.033433
freedom,-0.092769,0.50162,-1.1099,0.3995,-0.058503,-0.75029,1.0521,-0.4672,0.39741,0.11788,-0.40779,0.48629,-3.4503,1.0567,-0.29543,0.0017459,-0.51337,0.59462,1.1181,-0.20546,-0.43685,0.083623,-0.6968,-0.71334,0.31455
beast,-0.59395,-0.037255,0.42709,-0.3192,0.15983,0.047251,1.5194,0.67141,0.39332,-1.141,0.14388,1.8149,-2.6431,0.13504,-0.21329,-0.25125,-0.23582,-0.38851,-0.34104,0.62116,-0.39049,0.58603,0.3712,-0.50558,-0.040608
tony,-0.5263,0.36402,0.2369,0.20377,-0.51755,-0.20041,-0.17058,0.97558,-0.070983,-1.5437,0.26232,0.39445,-3.1837,-0.52021,1.2467,-0.38004,-0.41259,-0.11459,-0.076193,0.20835,0.40211,0.36826,0.095333,-0.69073,-0.5796
amount,0.84433,0.37287,-0.7362,0.8842,0.88633,0.78877,1.7007,-1.7881,-1.0014,-0.09088,0.5243,-0.25625,-3.3597,0.96199,0.31279,0.14523,1.135,-0.060202,0.1364,-0.26009,-0.55658,0.47742,0.052099,0.43293,-1.5195
countkun,1.2055,3.7751,1.8076,-2.1117,2.9524,-3.7257,-2.37,2.3788,0.2449,-0.65901,-3.7472,0.86611,0.29606,1.5671,-1.2384,-0.40216,0.67595,1.7661,0.74932,3.4055,-3.21,-1.8062,-1.1862,-1.9503,-0.70067
anywhere,-0.57989,0.10288,-0.22214,-0.44588,-0.80379,-0.014267,0.41286,-1.1543,-0.25005,0.64594,-0.59298,0.26474,-3.9861,-0.29206,0.48241,0.78047,0.48259,-0.71406,0.58431,-0.80872,-0.31131,-1.0723,0.26309,0.028972,0.00821
security,0.37301,0.64326,-0.78782,-0.30667,1.0736,-1.0177,0.34477,-0.73636,1.7463,1.0288,0.56903,0.25466,-3.5931,0.29576,0.50653,-0.10519,0.15474,0.47143,0.52457,-0.48716,0.095259,-0.70774,0.14212,-1.3216,-1.0752
teams,1.1619,1.1112,-0.6372,-1.924,0.034611,0.75957,0.03847,-1.0669,-0.29597,-0.71527,0.12779,0.4313,-3.937,1.2251,0.83133,0.10608,-0.24198,-0.95151,0.37402,0.23313,-1.0174,0.60809,0.0037572,-1.0246,-0.535
taught,-0.010431,0.96466,0.30254,-0.16944,-0.17319,-0.77678,1.0658,-1.0047,-0.42843,-0.60198,-0.50421,0.6099,-3.8569,-0.1213,-0.14455,0.59844,0.18507,0.39065,1.1521,-0.046171,0.88594,0.86789,-0.96746,0.17545,0.10952
tbt,-0.97526,0.46033,1.2511,-1.4496,0.17084,-0.50332,1.262,0.0012365,-1.2958,-0.059066,-1.3525,0.15982,-2.289,-0.15144,-0.27576,0.14434,0.69323,-0.88943,-0.43566,1.0478,-0.026479,-0.37173,0.26291,-0.60569,0.43965
ground,-0.67421,-0.082579,0.16297,0.46588,-0.40933,0.3898,0.59636,-1.1704,0.5407,0.73551,0.24485,0.55897,-3.5033,0.80551,0.24962,-0.27076,0.070563,0.035162,0.21526,-0.51271,-0.64404,0.34991,1.0876,-0.66048,0.13278
users,1.9424,0.59644,-0.033088,-0.58114,1.2308,-0.76804,0.13462,-1.2025,0.1603,0.026477,0.37387,-0.75452,-2.8446,-0.55903,-0.57444,-0.14485,-0.22114,-0.51719,0.90418,-1.1267,-0.017353,-1.9337,-0.18692,-0.37947,-1.0742
crees,0.50162,-0.65679,-1.1905,0.17174,-0.083339,-0.19709,0.095743,2.6323,-1.0889,-1.1813,1.1721,-2.4774,-0.83406,-0.50931,1.2775,0.28817,0.37831,0.77184,0.84292,-0.096486,1.1211,-0.4338,0.0085001,1.0184,-0.61535
hill,-1.223,-0.2588,0.86705,-0.041346,-0.89586,0.36802,0.62996,-0.32414,1.289,-0.86554,0.18163,0.26591,-3.5542,0.35045,1.1798,-0.79317,-0.16949,0.24211,-0.045336,0.31585,0.081719,0.19739,0.19631,-0.68027,0.55595
yellow,-0.53491,-1.3423,0.68075,0.012481,-0.093696,0.7887,0.68167,-0.2631,0.36418,0.10612,0.55277,0.14424,-3.272,-0.42571,-0.67086,-0.35659,1.0157,-0.3433,0.45087,1.3671,-0.82037,0.49453,1.0454,-0.16113,-0.41696
seat,-1.272,0.15273,0.29701,-0.43893,0.43261,0.045192,-0.029994,-0.39776,0.84685,1.0102,0.30362,0.11627,-3.3693,0.080301,0.14686,0.36894,0.56315,-0.77037,-0.091194,-0.1768,-0.44137,-0.2617,1.4627,-0.41447,-1.0632
horror,0.67846,-0.26964,0.61851,0.046141,0.61987,0.051023,1.8133,0.8274,0.30019,-0.5699,-0.15057,-0.38452,-2.1337,-0.017248,0.89657,1.1567,0.14458,0.61671,-0.13564,0.067028,-0.63978,0.69494,-0.69101,-0.037431,0.98344
twit,1.1942,1.1003,0.4401,-0.017207,1.1411,-0.39989,-0.16731,1.9121,-0.25838,0.87476,-0.11677,0.036429,-1.556,-0.30346,-0.59166,0.71883,0.73487,-0.60889,-0.92734,0.19104,-0.31403,-0.29607,-0.83522,0.34329,-0.61968
third,0.085616,0.48898,0.65162,-0.47037,0.19569,-0.20498,0.96364,-0.46656,0.24734,-0.59121,0.21246,0.47333,-3.6391,1.4016,0.47408,-0.61512,0.63638,0.15388,-0.16804,-0.45614,-1.0895,0.57791,0.64438,-0.7808,-0.85564
education,0.39388,0.78487,-1.3961,-0.60382,1.3577,-0.83924,0.45893,-1.4246,1.0915,-0.060802,-0.71102,-0.039473,-3.9293,0.83086,0.7263,-0.71564,-0.17165,0.59538,0.54924,-0.17349,-0.004416,-0.43568,-1.5045,-0.37329,-0.087829
california,-0.95349,0.073125,-0.0664,-0.48184,-0.85223,0.19155,0.52994,-0.32808,0.65057,0.090458,0.36989,-1.0424,-3.2984,0.53371,0.98643,-0.97965,0.072934,0.073817,0.71516,0.19983,0.18494,-0.83666,-0.079473,-1.3997,0.88417
chilling,-1.8387,1.107,1.3475,-0.36767,0.15793,0.93733,0.58819,-0.75674,-0.44996,0.23464,-1.311,0.4208,-2.9875,-0.40366,0.61179,0.704,0.5612,0.035,-0.77477,0.059437,0.42556,-0.23551,0.2349,0.063967,1.0007
